Comment,Polarity,Sentiment
Home Alone 2 is an exceptionally good sequel.,0.7,Positive
I don’t think Terminator 2 and Aliens were planned in advance but both are great.,0.8,Positive
"Friday, October 4, 2024 - Finally seen Joker Lady Gaga: Folie à Deux - The Joker&#39;s previous film was a masterpiece and we expected a lot - with, in addition, a genius like Lady Gaga - Joaquin Phoenix Joker + Harley Quinn Dr. Harleen Frances Quinzel - by LD after the wonderful Margot Robbie (star of the extraordinary Barbie) - All would be forgiven by a real ending - Like the indescribable horror of The Substance or the multiple absurd endings of BÉTELGEUSE BETELGEUSE - So note to the lazy director: and add scenes with Gaga that are overlooked - cut in the too many and endless scenes of trial and jail and car transport - Send Joker to the electric chair sneering<br><br>The 2 heroes wake up, Joker Gaga, lying in a bed in a fancy hotel with Harley Quinn pregnant and Joker says:  I had a strange dream<br> <br>Note for Matt Walsh: a film is a show, a distraction, a hobby, a collective experience, a work of art – 90% failure rate – in this film there seems to be a script but also improvisation and collective creation – hence this constant impression of daydreaming or hallucination – down-to-earth scenes, a complex and serious trial that becomes absurd surrealist Dadaist – dance and songs and music<br><br>And there is still a lack of THAT final scene that will sew these bits of film together to make a patchwork or a tapestry<br><br>Currently, we have a failed Frankenstein lying on the ground with his body parts more or less sewn together and dying interminably <a href=""UCkszU2WH9gy1mb0dV-11UJg/egJ1XufTKYfegwOo57ewAg""></a>",-0.023550724637681156,Negative
That’s a devastating review 😊,-1.0,Negative
It needs a Director&#39;s Cut like Ayer Cut &amp; every Zack Snyder Cut😊,0.0,Neutral
J2 had to be a successful failure to please the people who didn’t even want to see it .   Reading that back to myself makes no fucking sense . 😂,0.18333333333333332,Positive
"joker 2 sucked. it was a musical, end of story..move on.",0.0,Neutral
It was annoyingly bad.,-0.6999999999999998,Negative
"I watched videos where hatred of movie comes from those who hate/blame Gunn &amp; people hated on director wanting to copy off Ledger&#39;s Joker in Nolan DK trilogy? Despite showrunners of Gotham copied Nolan&#39;s Joker with that whole cutting a smile on face with their version in Jerome. Matt Reeve&#39;s Joker again a carbon copy of Ledger&#39;s more or less. Thats what im reading, getting from others. I dont know/dont care as i never watched first film nor care to and wont be seeing this one",-0.059523809523809486,Negative
Wayne&#39;s World 2 is good sequel to an unexpected hit,0.39999999999999997,Positive
"If the joker dies, before even meeting Batman.... then thats just ridiculous script writhing. Surely it should have ended with somekind of connection to the Bat.",0.08333333333333334,Positive
For some reason the production company thought the fans of the first film were also upbeat musical theatre fans. 😬,0.125,Positive
U can&#39;t say the title because ur a typical American lol.,0.21111111111111114,Positive
Boycott HOLLYWEIRD!!!,0.0,Neutral
Aliens and Terminator 2 were I believe unplanned sequels that were at least as good as as the original,0.2583333333333333,Positive
Terminator 2 wasn&#39;t planned. The success of the first one was a huge shock. I prefer the first one but most people think the second one is the best.,0.38571428571428573,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=181"">3:01</a> back to the future part 2",0.0,Neutral
Feel sorry for you..hope u get a life,-0.5,Negative
"Hey, what about Jaws 2?!",0.0,Neutral
"Walsh describes the ending where someone &quot;becomes the NEW joker&quot; granted I haven&#39;t seen the movie, but it sounds a lot more to me like they wrote Phoenixe&#39;s character out for an ACTUAL joker, because as great as PHoenix&#39;s performance was, he had nothing to do with the Joker character as generally understood, aside from being a killer dressed like a clown.. That character would never evolve to be a fully realized JOker, because that wouldn&#39;t be consistent with what they established up to that point. It sounds like they ousted the Phoneix character to solve the problem of it being impossible to progress with him. If you&#39;re saying that sort of thing about a chraacter, he&#39;s the last character who should be getting a sequel",0.13371212121212123,Positive
Shank sales skyrocketed though....go figure!😂😅,0.0,Neutral
Avatar was the last good movie I&#39;ve seen in a Theater.,0.35,Positive
Aliens was a rare case,0.3,Positive
You’re a massive flop Matthew,0.0,Neutral
If they sing in this movie and that&#39;s why it was Gaga it&#39;s a true sign of the end of Hollywood. I&#39;ll never know because I&#39;ll never see it.,0.35,Positive
"I thought the Batman movies in 2008 and 2012 both sucked. Line the actors were reading line sin disjointed scenes. It was incoherent as a movie. I walked out on both. A good movie draws you in, bo contrast...   No Country for Old Men and Gladiator and Apocalypto.",0.19999999999999996,Positive
20 years from now it will have a cult following. 😎,0.0,Neutral
This movie is a hate crime on the fans.,-0.8,Negative
It wasn&#39;t that bad. I&#39;ll watch it again and this time pay more attention,-0.09999999999999992,Negative
Does Matt live on top of the smoky mountains,0.3181818181818182,Positive
i demand my overinflated tix price to be refunded...especially my 1hr ( I walked out from this mess hoping for a plot which it&#39;s not!!??) of life wasted!,-0.26171875,Negative
Joker: The Musical. <br><br>When will Hollyweird ever learn?,0.0,Neutral
Stoopid idea,0.0,Neutral
Instead go to see &quot;Am I Racist?&quot; 11 out of 10.,0.0,Neutral
Everyone: Joker 2 has a gay anal r@pe scene<br>Matt Walsh: <b>knocking everyone out of his way running to the theater</b>,0.4166666666666667,Positive
Any movie with Lady Gaga I’m not interested.,-0.125,Negative
I think Karate Kid 2 might be that one exception you couldn&#39;t think of.,0.0,Neutral
terminator 2 ?,0.0,Neutral
"Two exceptions to &quot;Unplanned sequels suck&quot;: Terminator 2 and Aliens<br>For some reason, the same director.<br>Oh, and Indiana Jones 2 &amp; 3.",0.0,Neutral
Outliers: Empire Strikes Back. Terminator 2.,0.0,Neutral
Aliens and Terminator 2 are probably the only ones,0.0,Neutral
"If I had to guess, the CIA/DHS paid the franchise producers to destroy the franchise. Why? Because the Joker was perceived to stoke rebellion against the regime.",-0.2,Negative
"The problem is that both movies have polar opposite messages.<br><br>The first film shows how a mentally ill man is driven to despair and complete insanity by the repulsive society around him. Despite becoming as twisted as said society, however, he does at least rebel against it for creating him, and the movie questions the responsibility that culture has for the people it creates.<br><br>In the second film, Fleck gets raped by prison guards and (later) murdered by an insane inmate. Instead of implicitly excusing rebellion against a corrupt and twisted society, it&#39;s urging young men to just shut up and take it (literally) and submit to said twisted society. However, the movie is also very schizophrenic, because while it admits that society&#39;s depravity created Fleck, it also places all moral responsibility on Fleck, now making him completely responsible for both his actions and what happens to him and excusing society in the process.<br><br>The Joker series went from being countercultural to embracing the current culture while simultaneously admitting the current culture&#39;s absolute depravity.",-0.11349206349206345,Negative
Joker 2? Never heard of it until you told me.,0.0,Neutral
"&#39;The Dark Knight&#39; would be an &quot;outlier&quot;, The sequel to &#39;Batman Begins&#39;  Nolan even said that he was not anticipating making a sequel to the movie even though it ended on a cliff hanger. &#39;The Dark Knight&#39; excided expectation by a long shot",-0.11666666666666665,Negative
The director of &quot;Gremlins 2&quot; didn&#39;t want a sequel but was forced into it so he decided to just go hog wild and do whatever the f he wanted.  It&#39;s pretty great,0.2125,Positive
Aliens. T2.,0.0,Neutral
"&quot;Aliens&quot;, the sequel to &quot;Alien&quot;, is amazing. Other than that,  nah, churned sequels are rarely good.",0.39166666666666666,Positive
